;distance;latitude;longitude;iri;ppe
1404;14040.0;56.22682904;8.824932353;0.8714146190000001;0.256352641738805
1405;14050.0;56.226882348000004;8.824803232999999;0.91578499;0.256352641738805
1406;14060.0;56.226936096;8.824672487;0.6899118455;0.23378716188428
1407;14070.0;56.226989191;8.824541331;0.7209490625;0.23378716188428
1408;14080.0;56.227042365;8.824410279;0.809189828;0.21120005089115
1409;14090.0;56.22709546;8.824279414;0.6308417559999999;0.21120005089115
1410;14100.0;56.227148585;8.824149058;0.695897672;0.21120005089115
1411;14110.0;56.227201998999995;8.824018504;0.7127121835000001;0.21120005089115
1412;14120.0;56.227256392;8.823888038;0.6052980800000001;0.20523000650162002
1413;14130.0;56.227310922;8.823757757000001;0.9747602205;0.20523000650162002
1414;14140.0;56.227365405;8.823627165;0.51488455;0.17123856111136498
1415;14150.0;56.227419335;8.8234981;0.579572094;0.17123856111136498
1416;14160.0;56.227473808;8.823367682;0.5466426919999999;0.13724711572110998
1417;14170.0;56.227528189;8.823238046;0.48786429100000006;0.13724711572110998
1418;14180.0;56.227582653;8.823108524;0.61053696;0.145752240084075
1419;14190.0;56.227636866000005;8.822979193;0.669214827;0.145752240084075
1420;14200.0;56.22769117;8.822850505;0.6114938055000001;0.15425736444704002
1421;14210.0;56.227745776000006;8.822721804;0.688183722;0.170561145079415
1422;14220.0;56.227800656999996;8.822593219;0.7817454915;0.170561145079415
1423;14230.0;56.227855659;8.822464802;0.4656922615;0.18686492571179003
1424;14240.0;56.227910515;8.822337844;0.6563334155;0.18686492571179003
1425;14250.0;56.227966099;8.822210046;0.8358038375000001;0.24612783262895999
1426;14260.0;56.228021696999996;8.822082193;0.8232881329999999;0.24612783262895999
1427;14270.0;56.22807722;8.821954989;0.6540468054999999;0.30539073954613
1428;14280.0;56.228132848;8.821827934;0.577736405;0.30539073954613
1429;14290.0;56.228188362;8.821700403;0.689395159;0.27644627127289506
1430;14300.0;56.228243976;8.821573254;0.42070318949999996;0.27644627127289506
1431;14310.0;56.228299827;8.82144588;0.6103264205;0.24750180299966
1432;14320.0;56.228356053999995;8.821318575;1.1231185240000001;0.24750180299966
1433;14330.0;56.228411861000005;8.821192755;0.603743051;0.31288089713547
1434;14340.0;56.228468533999994;8.821065798;1.1415614845;0.31288089713547
1435;14350.0;56.228525411999996;8.820939394;1.0364148960000001;0.37825999127128007
1436;14360.0;56.228582368999994;8.820813353;0.730686062;0.37825999127128007
1437;14370.0;56.228639146999996;8.820688484;0.6952663645000001;0.2792545337935
1438;14380.0;56.228695984;8.820563701000001;0.7461893605000001;0.2792545337935
1439;14390.0;56.228753191;8.820438542;0.5253497739999999;0.15553981956541502
1440;14400.0;56.228810608;8.820313811;0.6071825735;0.15553981956541502
1441;14410.0;56.228868113999994;8.820189087000001;0.560947172;0.13083056281511
1442;14420.0;56.228925565;8.820064873;0.7738801725;0.13083056281511
1443;14430.0;56.228982495;8.819941992;0.741341751;0.189760457910925
1444;14440.0;56.229039977;8.819816883;0.8736143160000001;0.189760457910925
1445;14450.0;56.229097476999996;8.819691917;0.840720358;0.24869035300674
1446;14460.0;56.229155228;8.819567101;0.6989511575;0.24869035300674
1447;14470.0;56.229213423000004;8.819443328;0.91251522;0.26240468752044
1448;14480.0;56.229271711;8.819319698;0.7096323415000001;0.26240468752044
1449;14490.0;56.229329362;8.819195449;1.180761678;0.27611902203414
1450;14500.0;56.229387001999996;8.81907159;0.9349807525;0.27611902203414
1451;14510.0;56.229444915;8.818947693;0.8137895175000001;0.268816162333195
1452;14520.0;56.229502624;8.818825542;0.759309043;0.268816162333195
1453;14530.0;56.229561061000005;8.818702409;0.758266248;0.26151330263225
1454;14540.0;56.229620441;8.818579328;0.6922748575;0.26151330263225
1455;14550.0;56.229680116000004;8.81845679;0.71977048;0.28328877305315997
1456;14560.0;56.229739757;8.818334663;0.6401628294999999;0.28328877305315997
1457;14570.0;56.229799288;8.818213992999999;0.560163798;0.30506424347407
1458;14580.0;56.229859101;8.818093776;0.799483691;0.30506424347407
1459;14590.0;56.229919197;8.817972245;0.7129226275;0.22814410225617002
